,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,gdp_for_year ($) ,gdp_per_capita ($),generation,region,HDI
2241,Croatia,2003,male,55-74 years,239,429500,55.65,Croatia2003,34658113497,8202,Silent,Europe,0.773
2242,Croatia,2003,male,35-54 years,227,647900,35.04,Croatia2003,34658113497,8202,Boomers,Europe,0.773
2243,Croatia,2003,male,25-34 years,66,299000,22.07,Croatia2003,34658113497,8202,Generation X,Europe,0.773
2244,Croatia,2003,female,75+ years,37,178300,20.75,Croatia2003,34658113497,8202,Silent,Europe,0.773
2245,Croatia,2003,male,15-24 years,57,306000,18.63,Croatia2003,34658113497,8202,Millenials,Europe,0.773
2246,Croatia,2003,female,55-74 years,89,530900,16.76,Croatia2003,34658113497,8202,Silent,Europe,0.773
2247,Croatia,2003,female,35-54 years,47,651200,7.22,Croatia2003,34658113497,8202,Boomers,Europe,0.773
2248,Croatia,2003,female,25-34 years,10,294100,3.4,Croatia2003,34658113497,8202,Generation X,Europe,0.773
2249,Croatia,2003,female,15-24 years,9,293600,3.07,Croatia2003,34658113497,8202,Millenials,Europe,0.773
2250,Croatia,2003,male,5-14 years,3,262500,1.14,Croatia2003,34658113497,8202,Millenials,Europe,0.773
2251,Croatia,2003,female,5-14 years,1,250600,0.4,Croatia2003,34658113497,8202,Millenials,Europe,0.773
2252,Croatia,2004,male,75+ years,111,88600,125.28,Croatia2004,41574530816,9829,Silent,Europe,0.779
2253,Croatia,2004,male,55-74 years,227,432700,52.46,Croatia2004,41574530816,9829,Silent,Europe,0.779
2254,Croatia,2004,male,35-54 years,214,644300,33.21,Croatia2004,41574530816,9829,Boomers,Europe,0.779
2255,Croatia,2004,female,75+ years,43,185600,23.17,Croatia2004,41574530816,9829,Silent,Europe,0.779
2256,Croatia,2004,male,25-34 years,59,302300,19.52,Croatia2004,41574530816,9829,Generation X,Europe,0.779
2257,Croatia,2004,female,55-74 years,87,531800,16.36,Croatia2004,41574530816,9829,Silent,Europe,0.779
2258,Croatia,2004,male,15-24 years,31,302100,10.26,Croatia2004,41574530816,9829,Millenials,Europe,0.779
2259,Croatia,2004,female,35-54 years,64,648500,9.87,Croatia2004,41574530816,9829,Boomers,Europe,0.779
2260,Croatia,2004,female,25-34 years,17,296600,5.73,Croatia2004,41574530816,9829,Generation X,Europe,0.779
2261,Croatia,2004,female,15-24 years,14,290300,4.82,Croatia2004,41574530816,9829,Millenials,Europe,0.779
2262,Croatia,2004,male,5-14 years,3,259200,1.16,Croatia2004,41574530816,9829,Millenials,Europe,0.779
2263,Croatia,2004,female,5-14 years,1,247600,0.4,Croatia2004,41574530816,9829,Millenials,Europe,0.779
2264,Croatia,2005,male,75+ years,78,91654,85.1,Croatia2005,45416358502,10722,Silent,Europe,0.785
2265,Croatia,2005,male,55-74 years,247,436810,56.55,Croatia2005,45416358502,10722,Silent,Europe,0.785
2266,Croatia,2005,male,35-54 years,227,643382,35.28,Croatia2005,45416358502,10722,Boomers,Europe,0.785
2267,Croatia,2005,female,75+ years,45,190621,23.61,Croatia2005,45416358502,10722,Silent,Europe,0.785
2268,Croatia,2005,male,25-34 years,58,306107,18.95,Croatia2005,45416358502,10722,Generation X,Europe,0.785
2269,Croatia,2005,female,55-74 years,76,534353,14.22,Croatia2005,45416358502,10722,Silent,Europe,0.785
2270,Croatia,2005,male,15-24 years,39,297901,13.09,Croatia2005,45416358502,10722,Millenials,Europe,0.785
2271,Croatia,2005,female,35-54 years,68,647419,10.5,Croatia2005,45416358502,10722,Boomers,Europe,0.785
2272,Croatia,2005,female,25-34 years,25,299476,8.35,Croatia2005,45416358502,10722,Generation X,Europe,0.785
2273,Croatia,2005,female,15-24 years,9,286454,3.14,Croatia2005,45416358502,10722,Millenials,Europe,0.785
2274,Croatia,2005,male,5-14 years,2,256833,0.78,Croatia2005,45416358502,10722,Millenials,Europe,0.785
2275,Croatia,2005,female,5-14 years,0,244865,0.0,Croatia2005,45416358502,10722,Millenials,Europe,0.785
2276,Croatia,2006,male,75+ years,79,96962,81.48,Croatia2006,50453577898,11914,Silent,Europe,0.794
2277,Croatia,2006,male,55-74 years,178,440525,40.41,Croatia2006,50453577898,11914,Silent,Europe,0.794
2278,Croatia,2006,male,35-54 years,207,639665,32.36,Croatia2006,50453577898,11914,Boomers,Europe,0.794
2279,Croatia,2006,female,75+ years,48,197868,24.26,Croatia2006,50453577898,11914,Silent,Europe,0.794
2280,Croatia,2006,male,25-34 years,58,310163,18.7,Croatia2006,50453577898,11914,Generation X,Europe,0.794
2281,Croatia,2006,female,55-74 years,90,534005,16.85,Croatia2006,50453577898,11914,Silent,Europe,0.794
2282,Croatia,2006,male,15-24 years,49,293976,16.67,Croatia2006,50453577898,11914,Millenials,Europe,0.794
2283,Croatia,2006,female,35-54 years,67,644066,10.4,Croatia2006,50453577898,11914,Boomers,Europe,0.794
2284,Croatia,2006,female,15-24 years,11,282298,3.9,Croatia2006,50453577898,11914,Millenials,Europe,0.794
2285,Croatia,2006,female,25-34 years,6,302776,1.98,Croatia2006,50453577898,11914,Generation X,Europe,0.794
2286,Croatia,2006,male,5-14 years,2,252215,0.79,Croatia2006,50453577898,11914,Millenials,Europe,0.794
2287,Croatia,2006,female,5-14 years,1,240427,0.42,Croatia2006,50453577898,11914,Millenials,Europe,0.794
2288,Croatia,2007,male,75+ years,85,101664,83.61,Croatia2007,60093222709,14204,Silent,Europe,0.8009999999999999
2289,Croatia,2007,male,55-74 years,206,443939,46.4,Croatia2007,60093222709,14204,Silent,Europe,0.8009999999999999
2290,Croatia,2007,male,35-54 years,198,637678,31.05,Croatia2007,60093222709,14204,Boomers,Europe,0.8009999999999999
2291,Croatia,2007,female,75+ years,45,204595,21.99,Croatia2007,60093222709,14204,Silent,Europe,0.8009999999999999
2292,Croatia,2007,male,25-34 years,52,312108,16.66,Croatia2007,60093222709,14204,Generation X,Europe,0.8009999999999999
2293,Croatia,2007,female,55-74 years,84,533554,15.74,Croatia2007,60093222709,14204,Silent,Europe,0.8009999999999999
2294,Croatia,2007,male,15-24 years,34,289325,11.75,Croatia2007,60093222709,14204,Millenials,Europe,0.8009999999999999
2295,Croatia,2007,female,35-54 years,45,642644,7.0,Croatia2007,60093222709,14204,Boomers,Europe,0.8009999999999999
2296,Croatia,2007,female,15-24 years,11,277133,3.97,Croatia2007,60093222709,14204,Millenials,Europe,0.8009999999999999
2297,Croatia,2007,female,25-34 years,11,303954,3.62,Croatia2007,60093222709,14204,Generation X,Europe,0.8009999999999999
2298,Croatia,2007,female,5-14 years,2,236481,0.85,Croatia2007,60093222709,14204,Generation Z,Europe,0.8009999999999999
2299,Croatia,2007,male,5-14 years,2,247780,0.81,Croatia2007,60093222709,14204,Generation Z,Europe,0.8009999999999999
2300,Croatia,2008,male,75+ years,115,105525,108.98,Croatia2008,70481451449,16680,Silent,Europe,0.805
2301,Croatia,2008,male,55-74 years,200,450580,44.39,Croatia2008,70481451449,16680,Silent,Europe,0.805
2302,Croatia,2008,male,35-54 years,202,632952,31.91,Croatia2008,70481451449,16680,Boomers,Europe,0.805
2303,Croatia,2008,female,75+ years,48,210591,22.79,Croatia2008,70481451449,16680,Silent,Europe,0.805
2304,Croatia,2008,male,25-34 years,49,314031,15.6,Croatia2008,70481451449,16680,Generation X,Europe,0.805
2305,Croatia,2008,male,15-24 years,40,284857,14.04,Croatia2008,70481451449,16680,Millenials,Europe,0.805
2306,Croatia,2008,female,55-74 years,72,536698,13.42,Croatia2008,70481451449,16680,Silent,Europe,0.805
2307,Croatia,2008,female,35-54 years,47,638100,7.37,Croatia2008,70481451449,16680,Boomers,Europe,0.805
2308,Croatia,2008,female,25-34 years,9,305383,2.95,Croatia2008,70481451449,16680,Generation X,Europe,0.805
2309,Croatia,2008,female,15-24 years,7,272369,2.57,Croatia2008,70481451449,16680,Millenials,Europe,0.805
2310,Croatia,2008,male,5-14 years,3,242691,1.24,Croatia2008,70481451449,16680,Generation Z,Europe,0.805
2311,Croatia,2008,female,5-14 years,1,231806,0.43,Croatia2008,70481451449,16680,Generation Z,Europe,0.805
2312,Croatia,2009,male,75+ years,107,110100,97.18,Croatia2009,62703143057,14872,Silent,Europe,0.804
2313,Croatia,2009,male,55-74 years,199,455148,43.72,Croatia2009,62703143057,14872,Silent,Europe,0.804
2314,Croatia,2009,male,35-54 years,220,628629,35.0,Croatia2009,62703143057,14872,Boomers,Europe,0.804
2315,Croatia,2009,female,75+ years,53,216621,24.47,Croatia2009,62703143057,14872,Silent,Europe,0.804
2316,Croatia,2009,male,15-24 years,45,278610,16.15,Croatia2009,62703143057,14872,Millenials,Europe,0.804
2317,Croatia,2009,male,25-34 years,44,316164,13.92,Croatia2009,62703143057,14872,Generation X,Europe,0.804
2318,Croatia,2009,female,55-74 years,63,537865,11.71,Croatia2009,62703143057,14872,Silent,Europe,0.804
2319,Croatia,2009,female,35-54 years,45,634366,7.09,Croatia2009,62703143057,14872,Boomers,Europe,0.804
2320,Croatia,2009,female,25-34 years,7,306319,2.29,Croatia2009,62703143057,14872,Generation X,Europe,0.804
2321,Croatia,2009,female,15-24 years,4,267054,1.5,Croatia2009,62703143057,14872,Millenials,Europe,0.804
2322,Croatia,2009,male,5-14 years,3,238176,1.26,Croatia2009,62703143057,14872,Generation Z,Europe,0.804
2323,Croatia,2009,female,5-14 years,0,226998,0.0,Croatia2009,62703143057,14872,Generation Z,Europe,0.804
2324,Croatia,2010,male,75+ years,99,114205,86.69,Croatia2010,59829574391,14232,Silent,Europe,0.8109999999999999
2325,Croatia,2010,male,55-74 years,215,461893,46.55,Croatia2010,59829574391,14232,Silent,Europe,0.8109999999999999
2326,Croatia,2010,male,35-54 years,186,621977,29.9,Croatia2010,59829574391,14232,Generation X,Europe,0.8109999999999999
2327,Croatia,2010,female,75+ years,46,221668,20.75,Croatia2010,59829574391,14232,Silent,Europe,0.8109999999999999
2328,Croatia,2010,male,15-24 years,40,272848,14.66,Croatia2010,59829574391,14232,Millenials,Europe,0.8109999999999999
2329,Croatia,2010,male,25-34 years,44,316471,13.9,Croatia2010,59829574391,14232,Generation X,Europe,0.8109999999999999
2330,Croatia,2010,female,55-74 years,75,541827,13.84,Croatia2010,59829574391,14232,Silent,Europe,0.8109999999999999
2331,Croatia,2010,female,35-54 years,50,627682,7.97,Croatia2010,59829574391,14232,Generation X,Europe,0.8109999999999999
2332,Croatia,2010,female,15-24 years,13,261670,4.97,Croatia2010,59829574391,14232,Millenials,Europe,0.8109999999999999
2333,Croatia,2010,female,25-34 years,7,306249,2.29,Croatia2010,59829574391,14232,Generation X,Europe,0.8109999999999999
2334,Croatia,2010,female,5-14 years,1,222940,0.45,Croatia2010,59829574391,14232,Generation Z,Europe,0.8109999999999999
2335,Croatia,2010,male,5-14 years,0,234533,0.0,Croatia2010,59829574391,14232,Generation Z,Europe,0.8109999999999999
2336,Croatia,2011,male,75+ years,95,118029,80.49,Croatia2011,62375044443,14890,Silent,Europe,0.8170000000000001
2337,Croatia,2011,male,55-74 years,188,467142,40.24,Croatia2011,62375044443,14890,Boomers,Europe,0.8170000000000001
2338,Croatia,2011,male,35-54 years,148,616577,24.0,Croatia2011,62375044443,14890,Generation X,Europe,0.8170000000000001
2339,Croatia,2011,male,25-34 years,63,314331,20.04,Croatia2011,62375044443,14890,Millenials,Europe,0.8170000000000001
2340,Croatia,2011,female,75+ years,43,225925,19.03,Croatia2011,62375044443,14890,Silent,Europe,0.8170000000000001
2341,Croatia,2011,female,55-74 years,68,545430,12.47,Croatia2011,62375044443,14890,Boomers,Europe,0.8170000000000001
2342,Croatia,2011,male,15-24 years,24,269755,8.9,Croatia2011,62375044443,14890,Millenials,Europe,0.8170000000000001
2343,Croatia,2011,female,35-54 years,52,621895,8.36,Croatia2011,62375044443,14890,Generation X,Europe,0.8170000000000001
2344,Croatia,2011,female,25-34 years,11,304202,3.62,Croatia2011,62375044443,14890,Millenials,Europe,0.8170000000000001
2345,Croatia,2011,female,15-24 years,8,258495,3.09,Croatia2011,62375044443,14890,Millenials,Europe,0.8170000000000001
2346,Croatia,2011,male,5-14 years,2,229413,0.87,Croatia2011,62375044443,14890,Generation Z,Europe,0.8170000000000001
2347,Croatia,2011,female,5-14 years,0,217835,0.0,Croatia2011,62375044443,14890,Generation Z,Europe,0.8170000000000001
2348,Croatia,2012,male,75+ years,99,122607,80.75,Croatia2012,56565475275,13952,Silent,Europe,0.82
2349,Croatia,2012,male,55-74 years,207,465550,44.46,Croatia2012,56565475275,13952,Boomers,Europe,0.82
2350,Croatia,2012,male,35-54 years,201,591018,34.01,Croatia2012,56565475275,13952,Generation X,Europe,0.82
2351,Croatia,2012,female,75+ years,46,232222,19.81,Croatia2012,56565475275,13952,Silent,Europe,0.82
2352,Croatia,2012,male,25-34 years,51,294314,17.33,Croatia2012,56565475275,13952,Millenials,Europe,0.82
2353,Croatia,2012,male,15-24 years,35,256849,13.63,Croatia2012,56565475275,13952,Millenials,Europe,0.82
2354,Croatia,2012,female,55-74 years,73,541956,13.47,Croatia2012,56565475275,13952,Boomers,Europe,0.82
2355,Croatia,2012,female,35-54 years,42,594104,7.07,Croatia2012,56565475275,13952,Generation X,Europe,0.82
2356,Croatia,2012,female,25-34 years,13,283419,4.59,Croatia2012,56565475275,13952,Millenials,Europe,0.82
2357,Croatia,2012,female,15-24 years,5,245431,2.04,Croatia2012,56565475275,13952,Millenials,Europe,0.82
2358,Croatia,2012,male,5-14 years,3,219008,1.37,Croatia2012,56565475275,13952,Generation Z,Europe,0.82
2359,Croatia,2012,female,5-14 years,1,207818,0.48,Croatia2012,56565475275,13952,Generation Z,Europe,0.82
2360,Croatia,2013,male,75+ years,85,126153,67.38,Croatia2013,58085856019,14362,Silent,Europe,0.825
2361,Croatia,2013,male,55-74 years,174,469173,37.09,Croatia2013,58085856019,14362,Boomers,Europe,0.825
2362,Croatia,2013,male,35-54 years,186,587482,31.66,Croatia2013,58085856019,14362,Generation X,Europe,0.825
2363,Croatia,2013,male,25-34 years,59,291832,20.22,Croatia2013,58085856019,14362,Millenials,Europe,0.825
2364,Croatia,2013,male,15-24 years,41,254643,16.1,Croatia2013,58085856019,14362,Millenials,Europe,0.825
2365,Croatia,2013,female,75+ years,35,237107,14.76,Croatia2013,58085856019,14362,Silent,Europe,0.825
2366,Croatia,2013,female,55-74 years,48,544041,8.82,Croatia2013,58085856019,14362,Boomers,Europe,0.825
2367,Croatia,2013,female,35-54 years,48,589432,8.14,Croatia2013,58085856019,14362,Generation X,Europe,0.825
2368,Croatia,2013,female,25-34 years,9,281138,3.2,Croatia2013,58085856019,14362,Millenials,Europe,0.825
2369,Croatia,2013,female,15-24 years,6,243263,2.47,Croatia2013,58085856019,14362,Millenials,Europe,0.825
2370,Croatia,2013,male,5-14 years,1,215702,0.46,Croatia2013,58085856019,14362,Generation Z,Europe,0.825
2371,Croatia,2013,female,5-14 years,0,204491,0.0,Croatia2013,58085856019,14362,Generation Z,Europe,0.825
2372,Croatia,2014,male,75+ years,97,129205,75.07,Croatia2014,57629518806,14299,Silent,Europe,0.8270000000000001
2373,Croatia,2014,male,55-74 years,193,473836,40.73,Croatia2014,57629518806,14299,Boomers,Europe,0.8270000000000001
2374,Croatia,2014,male,35-54 years,167,582938,28.65,Croatia2014,57629518806,14299,Generation X,Europe,0.8270000000000001
2375,Croatia,2014,female,75+ years,42,240853,17.44,Croatia2014,57629518806,14299,Silent,Europe,0.8270000000000001
2376,Croatia,2014,male,15-24 years,37,251460,14.71,Croatia2014,57629518806,14299,Millenials,Europe,0.8270000000000001
2377,Croatia,2014,male,25-34 years,42,287190,14.62,Croatia2014,57629518806,14299,Millenials,Europe,0.8270000000000001
2378,Croatia,2014,female,55-74 years,71,547211,12.97,Croatia2014,57629518806,14299,Boomers,Europe,0.8270000000000001
2379,Croatia,2014,female,35-54 years,49,583896,8.39,Croatia2014,57629518806,14299,Generation X,Europe,0.8270000000000001
2380,Croatia,2014,female,15-24 years,12,240071,5.0,Croatia2014,57629518806,14299,Millenials,Europe,0.8270000000000001
2381,Croatia,2014,female,25-34 years,11,277195,3.97,Croatia2014,57629518806,14299,Millenials,Europe,0.8270000000000001
2382,Croatia,2014,female,5-14 years,1,202723,0.49,Croatia2014,57629518806,14299,Generation Z,Europe,0.8270000000000001
2383,Croatia,2014,male,5-14 years,0,213874,0.0,Croatia2014,57629518806,14299,Generation Z,Europe,0.8270000000000001
2384,Croatia,2015,male,75+ years,104,131896,78.85,Croatia2015,49425513611,12351,Silent,Europe,0.83
2385,Croatia,2015,male,55-74 years,207,476580,43.43,Croatia2015,49425513611,12351,Boomers,Europe,0.83
2386,Croatia,2015,male,35-54 years,155,575410,26.94,Croatia2015,49425513611,12351,Generation X,Europe,0.83
2387,Croatia,2015,female,75+ years,56,243369,23.01,Croatia2015,49425513611,12351,Silent,Europe,0.83
2388,Croatia,2015,male,25-34 years,41,280212,14.63,Croatia2015,49425513611,12351,Millenials,Europe,0.83
2389,Croatia,2015,male,15-24 years,34,247562,13.73,Croatia2015,49425513611,12351,Millenials,Europe,0.83
2390,Croatia,2015,female,55-74 years,75,548940,13.66,Croatia2015,49425513611,12351,Boomers,Europe,0.83
2391,Croatia,2015,female,35-54 years,51,576262,8.85,Croatia2015,49425513611,12351,Generation X,Europe,0.83
2392,Croatia,2015,female,25-34 years,7,271005,2.58,Croatia2015,49425513611,12351,Millenials,Europe,0.83
2393,Croatia,2015,female,15-24 years,6,236301,2.54,Croatia2015,49425513611,12351,Millenials,Europe,0.83
2394,Croatia,2015,female,5-14 years,2,201507,0.99,Croatia2015,49425513611,12351,Generation Z,Europe,0.83
2395,Croatia,2015,male,5-14 years,1,212625,0.47,Croatia2015,49425513611,12351,Generation Z,Europe,0.83
2406,Cyprus,1999,male,55-74 years,1,63504,1.57,Cyprus1999,10614455232,12389,Silent,Europe,0.797
2407,Cyprus,1999,female,15-24 years,0,73855,0.0,Cyprus1999,10614455232,12389,Generation X,Europe,0.797
2408,Cyprus,1999,female,25-34 years,0,70201,0.0,Cyprus1999,10614455232,12389,Generation X,Europe,0.797
2409,Cyprus,1999,female,35-54 years,0,119889,0.0,Cyprus1999,10614455232,12389,Boomers,Europe,0.797
2410,Cyprus,1999,female,5-14 years,0,69281,0.0,Cyprus1999,10614455232,12389,Millenials,Europe,0.797
2411,Cyprus,1999,female,55-74 years,0,69881,0.0,Cyprus1999,10614455232,12389,Silent,Europe,0.797
2412,Cyprus,1999,female,75+ years,0,22730,0.0,Cyprus1999,10614455232,12389,G.I. Generation,Europe,0.797
2413,Cyprus,1999,male,15-24 years,0,81348,0.0,Cyprus1999,10614455232,12389,Generation X,Europe,0.797
2414,Cyprus,1999,male,25-34 years,0,72963,0.0,Cyprus1999,10614455232,12389,Generation X,Europe,0.797
2415,Cyprus,1999,male,35-54 years,0,122486,0.0,Cyprus1999,10614455232,12389,Boomers,Europe,0.797
2416,Cyprus,1999,male,5-14 years,0,73496,0.0,Cyprus1999,10614455232,12389,Millenials,Europe,0.797
2417,Cyprus,1999,male,75+ years,0,17099,0.0,Cyprus1999,10614455232,12389,G.I. Generation,Europe,0.797
2418,Cyprus,2000,male,25-34 years,5,73992,6.76,Cyprus2000,10183317625,11635,Generation X,Europe,0.799
2419,Cyprus,2000,male,35-54 years,2,125288,1.6,Cyprus2000,10183317625,11635,Boomers,Europe,0.799
2420,Cyprus,2000,female,15-24 years,0,75880,0.0,Cyprus2000,10183317625,11635,Generation X,Europe,0.799
2421,Cyprus,2000,female,25-34 years,0,71455,0.0,Cyprus2000,10183317625,11635,Generation X,Europe,0.799
2422,Cyprus,2000,female,35-54 years,0,122632,0.0,Cyprus2000,10183317625,11635,Boomers,Europe,0.799
2423,Cyprus,2000,female,5-14 years,0,69500,0.0,Cyprus2000,10183317625,11635,Millenials,Europe,0.799
2424,Cyprus,2000,female,55-74 years,0,72098,0.0,Cyprus2000,10183317625,11635,Silent,Europe,0.799
2425,Cyprus,2000,female,75+ years,0,23228,0.0,Cyprus2000,10183317625,11635,G.I. Generation,Europe,0.799
2426,Cyprus,2000,male,15-24 years,0,84119,0.0,Cyprus2000,10183317625,11635,Generation X,Europe,0.799
2427,Cyprus,2000,male,5-14 years,0,73737,0.0,Cyprus2000,10183317625,11635,Millenials,Europe,0.799
2428,Cyprus,2000,male,55-74 years,0,66009,0.0,Cyprus2000,10183317625,11635,Silent,Europe,0.799
2429,Cyprus,2000,male,75+ years,0,17291,0.0,Cyprus2000,10183317625,11635,G.I. Generation,Europe,0.799
2430,Cyprus,2004,male,55-74 years,2,60428,3.31,Cyprus2004,17422375000,25227,Silent,Europe,0.826
2431,Cyprus,2004,male,35-54 years,3,98485,3.05,Cyprus2004,17422375000,25227,Boomers,Europe,0.826
2432,Cyprus,2004,female,25-34 years,1,54147,1.85,Cyprus2004,17422375000,25227,Generation X,Europe,0.826
2433,Cyprus,2004,female,35-54 years,1,104038,0.96,Cyprus2004,17422375000,25227,Boomers,Europe,0.826
2434,Cyprus,2004,female,15-24 years,0,56410,0.0,Cyprus2004,17422375000,25227,Millenials,Europe,0.826
2435,Cyprus,2004,female,5-14 years,0,50624,0.0,Cyprus2004,17422375000,25227,Millenials,Europe,0.826
2436,Cyprus,2004,female,55-74 years,0,65412,0.0,Cyprus2004,17422375000,25227,Silent,Europe,0.826
2437,Cyprus,2004,female,75+ years,0,22299,0.0,Cyprus2004,17422375000,25227,Silent,Europe,0.826
2438,Cyprus,2004,male,15-24 years,0,59250,0.0,Cyprus2004,17422375000,25227,Millenials,Europe,0.826
2439,Cyprus,2004,male,25-34 years,0,49934,0.0,Cyprus2004,17422375000,25227,Generation X,Europe,0.826
2440,Cyprus,2004,male,5-14 years,0,53202,0.0,Cyprus2004,17422375000,25227,Millenials,Europe,0.826
2441,Cyprus,2004,male,75+ years,0,16387,0.0,Cyprus2004,17422375000,25227,Silent,Europe,0.826
2442,Cyprus,2005,male,55-74 years,4,62661,6.38,Cyprus2005,18703146375,26671,Silent,Europe,0.83
2443,Cyprus,2005,female,55-74 years,3,67452,4.45,Cyprus2005,18703146375,26671,Silent,Europe,0.83
2444,Cyprus,2005,male,35-54 years,4,99191,4.03,Cyprus2005,18703146375,26671,Boomers,Europe,0.83
2445,Cyprus,2005,male,25-34 years,2,51837,3.86,Cyprus2005,18703146375,26671,Generation X,Europe,0.83
2446,Cyprus,2005,male,15-24 years,2,60126,3.33,Cyprus2005,18703146375,26671,Millenials,Europe,0.83
2447,Cyprus,2005,female,15-24 years,1,57341,1.74,Cyprus2005,18703146375,26671,Millenials,Europe,0.83
2448,Cyprus,2005,female,35-54 years,1,105435,0.95,Cyprus2005,18703146375,26671,Boomers,Europe,0.83
2449,Cyprus,2005,female,25-34 years,0,55734,0.0,Cyprus2005,18703146375,26671,Generation X,Europe,0.83
2450,Cyprus,2005,female,5-14 years,0,49682,0.0,Cyprus2005,18703146375,26671,Millenials,Europe,0.83
2451,Cyprus,2005,female,75+ years,0,22842,0.0,Cyprus2005,18703146375,26671,Silent,Europe,0.83
2452,Cyprus,2005,male,5-14 years,0,52329,0.0,Cyprus2005,18703146375,26671,Millenials,Europe,0.83
2453,Cyprus,2005,male,75+ years,0,16633,0.0,Cyprus2005,18703146375,26671,Silent,Europe,0.83
2454,Cyprus,2006,male,55-74 years,5,64866,7.71,Cyprus2006,20403713461,28600,Silent,Europe,0.836
2455,Cyprus,2006,male,25-34 years,4,53856,7.43,Cyprus2006,20403713461,28600,Generation X,Europe,0.836
2456,Cyprus,2006,female,55-74 years,3,69357,4.33,Cyprus2006,20403713461,28600,Silent,Europe,0.836
2457,Cyprus,2006,female,35-54 years,3,107098,2.8,Cyprus2006,20403713461,28600,Boomers,Europe,0.836
2458,Cyprus,2006,male,35-54 years,2,100123,2.0,Cyprus2006,20403713461,28600,Boomers,Europe,0.836
2459,Cyprus,2006,female,25-34 years,1,57514,1.74,Cyprus2006,20403713461,28600,Generation X,Europe,0.836
2460,Cyprus,2006,male,15-24 years,1,61353,1.63,Cyprus2006,20403713461,28600,Millenials,Europe,0.836
2461,Cyprus,2006,female,15-24 years,0,58243,0.0,Cyprus2006,20403713461,28600,Millenials,Europe,0.836
2462,Cyprus,2006,female,5-14 years,0,48947,0.0,Cyprus2006,20403713461,28600,Millenials,Europe,0.836
2463,Cyprus,2006,female,75+ years,0,23595,0.0,Cyprus2006,20403713461,28600,Silent,Europe,0.836
2464,Cyprus,2006,male,5-14 years,0,51269,0.0,Cyprus2006,20403713461,28600,Millenials,Europe,0.836
2465,Cyprus,2006,male,75+ years,0,17205,0.0,Cyprus2006,20403713461,28600,Silent,Europe,0.836
2466,Cyprus,2007,male,75+ years,2,17897,11.18,Cyprus2007,24077470572,33048,Silent,Europe,0.8440000000000001
2467,Cyprus,2007,male,25-34 years,4,55768,7.17,Cyprus2007,24077470572,33048,Generation X,Europe,0.8440000000000001
2468,Cyprus,2007,male,15-24 years,3,63227,4.74,Cyprus2007,24077470572,33048,Millenials,Europe,0.8440000000000001
2469,Cyprus,2007,male,55-74 years,3,67267,4.46,Cyprus2007,24077470572,33048,Silent,Europe,0.8440000000000001
2470,Cyprus,2007,female,25-34 years,2,59428,3.37,Cyprus2007,24077470572,33048,Generation X,Europe,0.8440000000000001
2471,Cyprus,2007,male,35-54 years,3,101951,2.94,Cyprus2007,24077470572,33048,Boomers,Europe,0.8440000000000001
2472,Cyprus,2007,female,55-74 years,1,71415,1.4,Cyprus2007,24077470572,33048,Silent,Europe,0.8440000000000001
2473,Cyprus,2007,female,35-54 years,1,109618,0.91,Cyprus2007,24077470572,33048,Boomers,Europe,0.8440000000000001
2474,Cyprus,2007,female,15-24 years,0,60276,0.0,Cyprus2007,24077470572,33048,Millenials,Europe,0.8440000000000001
2475,Cyprus,2007,female,5-14 years,0,47379,0.0,Cyprus2007,24077470572,33048,Generation Z,Europe,0.8440000000000001
2476,Cyprus,2007,female,75+ years,0,24362,0.0,Cyprus2007,24077470572,33048,Silent,Europe,0.8440000000000001
2477,Cyprus,2007,male,5-14 years,0,49978,0.0,Cyprus2007,24077470572,33048,Generation Z,Europe,0.8440000000000001
2478,Cyprus,2008,male,35-54 years,16,104052,15.38,Cyprus2008,27839460964,37267,Boomers,Europe,0.852
2479,Cyprus,2008,male,25-34 years,7,58499,11.97,Cyprus2008,27839460964,37267,Generation X,Europe,0.852
2480,Cyprus,2008,male,75+ years,2,18436,10.85,Cyprus2008,27839460964,37267,Silent,Europe,0.852
2481,Cyprus,2008,female,25-34 years,3,62348,4.81,Cyprus2008,27839460964,37267,Generation X,Europe,0.852
2482,Cyprus,2008,male,15-24 years,3,64765,4.63,Cyprus2008,27839460964,37267,Millenials,Europe,0.852
2483,Cyprus,2008,female,35-54 years,5,112837,4.43,Cyprus2008,27839460964,37267,Boomers,Europe,0.852
2484,Cyprus,2008,male,55-74 years,3,69949,4.29,Cyprus2008,27839460964,37267,Silent,Europe,0.852
2485,Cyprus,2008,female,55-74 years,2,73788,2.71,Cyprus2008,27839460964,37267,Silent,Europe,0.852
2486,Cyprus,2008,female,15-24 years,0,61894,0.0,Cyprus2008,27839460964,37267,Millenials,Europe,0.852
2487,Cyprus,2008,female,5-14 years,0,46407,0.0,Cyprus2008,27839460964,37267,Generation Z,Europe,0.852
2488,Cyprus,2008,female,75+ years,0,25015,0.0,Cyprus2008,27839460964,37267,Silent,Europe,0.852
2489,Cyprus,2008,male,5-14 years,0,49044,0.0,Cyprus2008,27839460964,37267,Generation Z,Europe,0.852
2490,Cyprus,2009,male,75+ years,3,19014,15.78,Cyprus2009,25942622951,33816,Silent,Europe,0.8540000000000001
2491,Cyprus,2009,male,25-34 years,6,61663,9.73,Cyprus2009,25942622951,33816,Generation X,Europe,0.8540000000000001
